STT,Trích yếu,Số đến,Số ký hiệu,Ngày văn bản,Ngày đến,Đơn vị ban hành,Nội dung,Ngày hết hạn,Người xử lý cuối,Thời gian xử lý,Số hồ sơ,Mã hồ sơ,Ghi chú
959,"Kế hoạch triển khai thực hiện đề án tuyên truyền, phổ biến tập huấn Luật dân quân tự vệ và Luật lực lượng dự bị động viên năm 2019",,1540/KH-UBND,30/10/2020,02/11/2020,UBND huyện Phúc Thọ,Khuất Hữu Tuấn (02/11/2020),,,,,,
970,"Tờ trình đề nghị thẩm định, phê duyệt nhiệm vụ, dự toán chi phí các công việc thực hiện ở giai đoạn chuẩn bị dự án để lập báo cáo kinh tế kỹ thuật. Dự án: Cải tạo, chỉnh trang các nhà văn hóa thôn thuộc xã Tam Thuấn",,434/TTR-BQLDA,30/10/2020,02/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Đỗ Thanh Vinh (03/11/2020),,,,,,
977,Tổng hợp nhu cầu và nguồn thực hiện CCTL năm 2020,,218/TCKH,30/10/2020,03/11/2020,Phòng Tài chính - Kế hoạch,"Phòng Quản lý đô thị (03/11/2020), Khuất Hữu Tuấn (03/11/2020), Tô Quang Tuyển (03/11/2020)",,,,,,
981,"Báo cáo thông tin công trình xây dựng: Nghĩa trang nhân dân thôn Gia Hòa, thị trấn Phúc Thọ, huyện Phúc Thọ, thành phố Ha Nội",,520/BC-BQLDA,02/11/2020,04/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,"Khuất Hữu Tuấn (04/11/2020), Nguyễn Văn Thắng (09/11/2020), Khuất Duy Hùng (09/11/2020)",,,,,,
982,Báo cáo thông tin công trình xây dựng: Đường ra nghĩa trang nhân dân thôn Nội xã Tam Thuấn,,519/BC-BQLDA,02/11/2020,04/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,"Khuất Hữu Tuấn (04/11/2020), Nguyễn Văn Thắng (09/11/2020), Khuất Duy Hùng (09/11/2020)",,,,,,
978,"Thông báo kết luận của thường trực huyện ủy về đề xuất tôn tạo, phục dựng đền thờ danh nhân Đốc Ngữ tại xã Xuân Đình,huyện Phúc Thọ",,14-KL/HU,03/11/2020,03/11/2020,Huyện ủy Phúc Thọ,"Khuất Hữu Tuấn (03/11/2020), Đỗ Thanh Vinh (03/11/2020)",,,,,,
980,Tờ trình về việc đề nghị thẩm định chấp thuận tổng mặt bằng dự án Nhà văn hóa thôn Lục Xuân xã Võng Xuyên,,437,03/11/2020,03/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Nguyễn Văn Tập (04/11/2020),,,,,,
1011,"V/v đôn đốc đẩy nhanh tiến độ lập, trình thẩm định, phê duyệt dự án",,155//UBND-TCKH,03/11/2020,10/11/2020,UBND huyện Phúc Thọ,"Khuất Hữu Tuấn (10/11/2020), Nguyễn Văn Tập (10/11/2020), Đỗ Thanh Vinh (10/11/2020), Vũ Hữu Dũng (10/11/2020), Hoàng Mạnh Tuấn QLDT (10/11/2020)",,,,,,
1044,"V/v Tham gia ý kiến cho Đồ án Quy hoạch chi tiết xây dựng Cụm công nghiệp LongXuyên, xã Long Xuyên, huyện Phúc Thọ, Tỷ lệ 1/500",,4895/SCT-QLCN,03/11/2020,26/11/2020,Sở Công Thương,"Khuất Hữu Tuấn (26/11/2020), Nguyễn Văn Thắng (27/11/2020), Nguyễn Văn Tập (27/11/2020), Vũ Hữu Dũng (27/11/2020)",,,,,,
1032,"Thông báo kết luận của đồng chi Bí thư Huyện ủy, Chủ tịch UBND huyện tại hội nghị dối thoại giữa người đứng đầu cấp ủy, chính quyền với Ủy ban MTTQ, các tổ chức chính trị - xã hội và nhân dân trên địa bàn huyện Phúc Thọ năm 2020",,50-TB/HU,04/11/2020,18/11/2020,Huyện ủy Phúc Thọ,"Khuất Hữu Tuấn (18/11/2020), Khuất Duy Hùng (20/11/2020), Nguyễn Văn Thắng (20/11/2020), Nguyễn Văn Tập (20/11/2020), Vũ Hữu Dũng (20/11/2020)",,,,,,
1010,V/v góp ý đồ án quy hoạch 1/500 Cụm công nghiệp Tam Hiệp,,330/KT,04/11/2020,10/11/2020,Phòng Kinh tế,"Khuất Hữu Tuấn (10/11/2020), Nguyễn Văn Tập (10/11/2020)",,,,,,
1009,V/v góp ý đồ án quy hoạch 1/500 Cụm công nghiệp Liên Hiệp,,331/KT,04/11/2020,10/11/2020,Phòng Kinh tế,"Khuất Hữu Tuấn (10/11/2020), Nguyễn Văn Tập (10/11/2020), Vũ Hữu Dũng (10/11/2020), Hoàng Mạnh Tuấn QLDT (10/11/2020), Nguyễn Văn Thắng (10/11/2020)",,,,,,
1008,V/v góp ý đồ án quy hoạch 1/500 Cụm công nghiệp Võng Xuyên,,332/KT,04/11/2020,10/11/2020,Phòng Kinh tế,"Khuất Hữu Tuấn (10/11/2020), Nguyễn Văn Tập (10/11/2020)",,,,,,
987,"Tờ trình đè nghị thẩm định, phê duyệt nhiệm vụ, dự toán chi phí các công việc thực hiện ở giai đoạn chuẩn bị dự án để lập báo cáo kinh tế kỹ thuật dự án: Trang trí chiếu sáng, chỉnh trang đô thị khu vực trung tâm huyện Phúc Thọ",,264/TTR-PVH&TT,04/11/2020,04/11/2020,Phòng Văn hóa và thông tin,Nguyễn Văn Tập (05/11/2020),,,,,,
1007,V/v góp ý đồ án quy hoạch 1/500 Cụm công nghiệp Long Xuyên,,333/KT,04/11/2020,10/11/2020,Phòng Kinh tế,"Khuất Hữu Tuấn (10/11/2020), Nguyễn Văn Tập (10/11/2020)",,,,,,
985,"Tờ trình đè nghị thẩm định, phê duyệt nhiệm vụ, dự toán chi phí các công việc thực hiện ở giai đoạn chuẩn bị dự án:Mở rộng nghĩa trang nhân dân thôn Thư Trai xã Phúc Hòa",,38/TTR-PTQĐ,04/11/2020,04/11/2020,Trung tâm phát triển quỹ đất huyện,Nguyễn Văn Tập (05/11/2020),,,,,,
986,"Tờ trình đè nghị thẩm định, phê duyệt nhiệm vụ, dự toán chi phí các công việc thực hiện ở giai đoạn chuẩn bị dự án:Xây dựng nghĩa trang nhân dân thôn Tường Phiêu xã Tích Giang",,37/TTR-PTQĐ,04/11/2020,04/11/2020,Trung tâm phát triển quỹ đất huyện,Đỗ Thanh Vinh (05/11/2020),,,,,,
1014,"Về việc giao đơn vị lập báo cáo đề xuất chủ trương đầu tư: tôn tạp, phục dựng đền thờ danh nhân đốc ngữ tại xã Xuân Đinh",,1574/UBND-TCKH,05/11/2020,10/11/2020,UBND huyện Phúc Thọ,"Khuất Hữu Tuấn (10/11/2020), Nguyễn Văn Thắng (10/11/2020), Nguyễn Văn Tập (10/11/2020)",,,,,,
1161,"Báo cáo thông tin công trình xây dựng: Cải tạo, nâng cấp nghĩa trang liệt sỹ xã Trạch Mỹ Lộc",,522/BC-BQLDA,05/11/2020,28/12/2020,Ban Quản lý dự án đầu tư xây dựng huyện,"Khuất Hữu Tuấn (28/12/2020), Nguyễn Văn Tập (30/12/2020)",,,,,,
995,"Tờ trình đề nghị thẩm định, phê duyệt nhiệm vụ dự toán chi phú các công việc thực hiện ở giai đoạn chuẩn bị dự án Xây dựng hạ tầng đấu giá khu Tờ Chỉ xã Tích Giang,huyện phúc thọ, thành phố Hà Nội",,242/TTR-PTQĐ,05/11/2020,09/11/2020,Trung tâm phát triển quỹ đất huyện,Hoàng Mạnh Tuấn QLDT (09/11/2020),,,,,,
988,"Tờ trình đề nghị chấp thuận chủ trương điều chỉnh báo cáo kinh tế kỹ thuật công trình: Đường gom dân sinh xã Tam Hiệp đi Tỉnh lộc 421. Địa điểm: Xã Tam Hiệp, huyện Phúc thọ, thành phố Hà Nội",,441/TTR-BQLDA,05/11/2020,05/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,,,,,,,
993,"Tờ trình đề nghị thẩm định, phê duyệt nhiệm vụ dự toán chi phú các công việc thực hiện ở giai đoạn chuẩn bị dự án Xây dựng hạ tầng đấu giá khu đồng Cá xã Phúc Hòa,huyện phúc thọ, thành phố Hà Nội",,243/TTR-PTQĐ,05/11/2020,09/11/2020,Trung tâm phát triển quỹ đất huyện,Nguyễn Văn Tập (09/11/2020),,,,,,
989,"Tờ trình đề nghị thẩm đinh, phê duyệt nhiệm vụ dự toán chi phí các công việc chuẩn bị dự án để lập báo cáo kinh tế kỹ thuật dự án đầu tư xây dựng hệ thống phòng cháy chữa cháy các trường học và trụ sở UBND huyện",,433/TTR-BQLDA,05/11/2020,05/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Nguyễn Văn Tập (05/11/2020),,,,,,
990,"Tờ trình về việc đề nghị thẩm định chấp thuận tổng mật bằng công trình Cải tạo, nâng cấp nghĩa trang liệt sỹ xã Thọ Lộc",,446/TTR-BQLDA,05/11/2020,05/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Đỗ Thanh Vinh (05/11/2020),,,,,,
992,"Quyết định phê duyệt kế hoạch lựa chọn nhà thầu dự án lập quy chế quản lý kiến trúc thị trấn Phúc Thọ, huyện Phúc Thọ",,4011/QĐ-UBND,05/11/2020,05/11/2020,UBND huyện Phúc Thọ,"Khuất Hữu Tuấn (05/11/2020), Nguyễn Văn Tập (09/11/2020)",,,,,,
994,"Tờ trình đề nghị thẩm định, phê duyệt nhiệm vụ dự toán chi phú các công việc thực hiện ở giai đoạn chuẩn bị dự án Xây dựng hạ tầng đấu giá khu Đồng Vỡ xã Liên Hiệp,huyện phúc thọ, thành phố Hà Nội",,244/TTR-PTQĐ,06/11/2020,09/11/2020,Trung tâm phát triển quỹ đất huyện,Nguyễn Văn Tập (09/11/2020),,,,,,
1006,"Tờ trình thẩm định, phê duyệt dự án đầu tư xây dưng: Đường liên xã Ngọc Tảo đi Thượng Cốc",,454/TTR-BQLDA,06/11/2020,10/11/2020,Ban quản lý dự án đầu tư xây dựng huyện,Nguyễn Văn Tập (27/11/2020),,,,,,
1070,"Thông báo kết luận của đồng chí Doãn Trung Tuấn - Chủ tịch UBND huyện tại hội nghị giao ban kiểm điểm công tác tháng 10, triển khai nhiệm vụ trọng tâm tháng 11/2020",,880/TB-UBND,06/11/2020,30/11/2020,UBND huyện Phúc Thọ,"Khuất Hữu Tuấn (30/11/2020), Nguyễn Văn Thắng (01/12/2020), Khuất Duy Hùng (01/12/2020), Nguyễn Văn Tập (01/12/2020), Tô Quang Tuyển (01/12/2020)",,,,,,
1013,"Vv đề xuất nhu cầu vốn đối với các dự án hoàn thành, chuyển tiếp",,220/TCKH,06/11/2020,10/11/2020,Phòng Tài chính kế hoạch,"Khuất Hữu Tuấn (10/11/2020), Tô Quang Tuyển (10/11/2020)",,,,,,
1001,"Tờ trình đề nghị thẩm định, phê duyệt báo cáo kinh tế kỹ thuật đầu tư xây dựng công tình: Trạm y tế xã Thanh Đa",,453/TTR-BQLDA,06/11/2020,09/11/2020,Ban QLDA ĐTXD huyện,Nguyễn Văn Tập (09/11/2020),,,,,,
1000,"Tờ trình đề nghị thẩm định, phê duyệt báo cáo kinh tế kỹ thuật đầu tư xây dựng công tình: Trạm y tế xã Thọ Lộc",,451/TTR-BQLDA,06/11/2020,09/11/2020,Ban QLDA ĐTXD huyện,Nguyễn Văn Tập (09/11/2020),,,,,,
999,"Vv nghiệm thu đưa vào sử dụng công trình đường giao thông thôn, xóm xã Tam Hiệp theo NQ 10, ngày 05/12/2018 của HĐND Thành phố Hà Nội",,74/CV-UBND,06/11/2020,09/11/2020,UBND xã Phụng Thượng,Khuất Duy Hùng (09/11/2020),,,,,,
1002,"Tờ trình đề nghị thẩm định, phê duyệt báo cáo kinh tế kỹ thuật đầu tư xây dựng công tình: Trạm y tế xã Tích Giang",,452/TTR-BQLDA,06/11/2020,09/11/2020,Ban QLDA ĐTXD huyện,Nguyễn Văn Tập (09/11/2020),,,,,,
998,Vv phân công dự Ngày hội đại đoàn kết toàn dân tộc ở khu dân cư năm 2020,,70-CV/HU,06/11/2020,09/11/2020,Huyện ủy Phúc Thọ,,,,,,,
996,"Tờ trình thẩm định phê duyệt điều chỉnh báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình Xây dựng, cải tạo các hạng mục phụ trợ nhà hội họp cụm 1,2,3,4,5,8 xã Ngọc Tảo",,450/TTR-BQLDA,06/11/2020,09/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Đỗ Thanh Vinh (09/11/2020),,,,,,
997,"Tờ trình thẩm định điều chỉnh dự toán xây dựng công trình Xây dựng hệ thống chiếu sáng trục đường đường tỉnh 417, 418 đoạn qua địa bàn huyện Phúc Thọ",,448/TTR-BQLDA,06/11/2020,09/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Nguyễn Văn Tập (09/11/2020),,,,,,
1003,"Tờ trình về việc đề nghị thẩm định, chấp thuận tổng mặt bằng dự án nhà văn hóa thôn Phù Long 3 xã Long Xuyên",,459/TTR-BQLDA,09/11/2020,09/11/2020,Ban QLDA ĐTXD huyện,Nguyễn Văn Tập (09/11/2020),,,,,,
1004,Tờ trình về việc đề nghị chấp thuận bản vẽ tổng mặt bằng dự án nhà văn hóa thôn 8 xã Phụng thượng,,460/TTR-BQLDA,09/11/2020,09/11/2020,Ban quản lý dự án đầu tư xây dựng,,,,,,,
1005,"Tờ trình thẩm định hồ sơ báo cáo kinh tế kỹ thuật diều chỉnh, bổ sung công trình: Cải tạo, nâng cấp nghĩa trang liệt sỹ xã Long Xuyên. Hạng mục: Bổ sung nhà kỳ đài",,56/TTR-UBND,09/11/2020,09/11/2020,UBND xã Long Xuyên,,,,,,,
1030,"Báo cáo kết quả thực hiện nhiệm vụ tháng 10; phương hướng, giải pháp nhiệm vụ tháng 11",,460/BC-UBND,09/11/2020,17/11/2020,UBND huyện Phúc Thọ,,,,,,,
1012,"Báo cáo về việc tham gia ý kiến cho đồ án quy hoạch chi tiết xây dựng cụm công nghiệp tam hiệp, xã Tam Hiệp, huyện Phúc Thọ, tỷ lệ 1/500",,93/BC-UBND,09/11/2020,10/11/2020,UBND xã Tam Hiệp,"Khuất Hữu Tuấn (10/11/2020), Nguyễn Văn Tập (10/11/2020), Nguyễn Văn Thắng (10/11/2020), Khuất Duy Hùng (10/11/2020)",,,,,,
1017,Báo cáo hoàn thành thi công xây dựng công trình: Đường giao thông thôn xóm xã Tam Hiệp,,94/BC-UBND,10/11/2020,11/11/2020,UBND xã Phụng Thượng,"Khuất Hữu Tuấn (12/11/2020), Khuất Duy Hùng (13/11/2020)",,,,,,
1019,"Tờ trình thẩm định hồ sơ báo cáo kinh tế kỹ thuật công trình: Nâng cấp, cải tạo đường trục thôn 9 (từ nhà ông Đỗ Sỹ Hoành đến nhà ông Đỗ Sỹ Long)",,84/TTR-UBND,11/11/2020,12/11/2020,UBND xã Liên Hiệp,Hoàng Mạnh Tuấn QLDT (13/11/2020),,,,,,
1171,Phê duyệt báo cáo kinh tế- kỹ thuật đầu tư xây dựng dự án trạm y tế xã Thọ Lộc,,4078/QĐ-UBND,11/11/2020,31/12/2020,Văn phòng HĐND và UBND,"Phòng Quản lý đô thị (04/07/2022), Nguyễn Lan Anh (04/07/2022)",,,,,,
1048,Báo cáo hoàn thành thi công xây dựng công trình,,542/BC-BQLDA,12/11/2020,26/11/2020,Ban Quản lý dự án đàu tư xây dựng huyện,"Khuất Duy Hùng (27/11/2020), Vũ Hữu Dũng (27/11/2020)",,,,,,
1023,"Tờ trình thẩm định, phê duyệt điều chỉnh dự toán xây dựng công trình: Trường mầm non Tích Giang",,470/TTR-BQLDA,12/11/2020,13/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Nguyễn Văn Tập (13/11/2020),,,,,,
1021,"Tờ trình đề nghị thẩm định, phê duyệt báo cáo cáo kinh tế kỹ thuật đầu tư xây dựng dự án Nhà văn hóa thôn Bảo Lộc 2 xã Võng Xuyên",,473/TTR-BQLDA,12/11/2020,13/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Nguyễn Văn Tập (13/11/2020),,,,,,
1029,Quyết định về việc thành lập ban chỉ đạo khu vực phòng thủ huyện Phúc Thọ,,4085/QĐ-UBND,12/11/2020,17/11/2020,UBND huyện Phúc Thọ,Khuất Hữu Tuấn (17/11/2020),,,,,,
1018,"Tờ trình thẩm định, phê duyệt điểu chỉnh báo cáo kinh tế kỹ thuật dự án Đường gom dân sinh xã Tam Hiệp đi tỉnh lộ 421",,469/TTR-BQLDA,12/11/2020,12/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Nguyễn Văn Tập (12/11/2020),,,,,,
1020,Tờ trình về việc phê duyệt hồ sơ báo cáo kinh tế kỹ thuật công trình: Kiên cố hóa đường giao thông ngõ xóm xã Thọ Lộc (áp dụng theo Nghị quyết số 10/2018/NQ-HĐND ngày 05/12/2018 của Hội đồng nhân dân thành phố Hà Nội),,59/TTR-UBND,12/11/2020,13/11/2020,UBND xã Thọ Lộc,"Khuất Duy Hùng (13/11/2020), Hoàng Mạnh Tuấn QLDT (13/11/2020)",,,,,,
1025,"Thông báo kết luận của đồng chí Doãn Trung Tuấn, Chủ tịch UBND huyện tại buổi làm việc với các phòng, ban, ngành và UBND các xã về tiến độ giải ngân các dự án và đề án phát triển kinh tế tư nhân",,884/TB-UBND,13/11/2020,16/11/2020,UBND huyện Phúc Thọ,"Khuất Hữu Tuấn (16/11/2020), Nguyễn Văn Thắng (17/11/2020), Tô Quang Tuyển (17/11/2020)",,,,,,
1028,Thông báo kết luận của đồng chí Phó chủ tịch thường trực Huyện tại buổi họp về tiến độ thực hiện các dự án đầu tư xây dựng hạ tầng kỹ thuật các cụm công nghiệp trên địa bàn huyện phúc thọ,,885/TB-UBND,13/11/2020,17/11/2020,UBND huyện Phúc Thọ,"Khuất Hữu Tuấn (17/11/2020), Nguyễn Văn Thắng (18/11/2020), Nguyễn Văn Tập (18/11/2020)",,,,,,
1031,"Tờ trình thẩm định, phê duyệt điều chỉnh dự toán xây dựng công trình: Trường mầm non Hiệp Thuận",,475/TTR-BQLDA,13/11/2020,17/11/2020,Ban Quản lý dự án đầu tư xây dựng,Nguyễn Văn Tập (18/11/2020),,,,,,
1026,Vv phân công dự hội nghị tiếp xúc cử tri trước kỳ họp thứ 18 HĐND huyện khóa XIX,,1638/UBND-VP,16/11/2020,16/11/2020,UBND huyện Phúc Thọ,,,,,,,
1069,Kế hoạch phục vụ tết Dương Lịch và tết nguyên đán Tân Sửu năm 2021 trên địa bàn huyện phúc thọ,,1642/KH-UBND,17/11/2020,30/11/2020,UBND huyện Phúc Thọ,"Khuất Hữu Tuấn (30/11/2020), Nguyễn Văn Thắng (01/12/2020), Khuất Duy Hùng (01/12/2020), Vũ Hữu Dũng (01/12/2020)",,,,,,
1034,"Thông báo kết luận của đồng chí Doãn Trung Tuấn, Chủ tịch UBND huyện tại buổi làm việc với các đơn vị về duy trì công tác vệ sinh môi trường và hệ thống chiếu sáng trên địa bàn huyện",,938/TB-UBND,17/11/2020,20/11/2020,UBND huyện Phúc Thọ,"Khuất Hữu Tuấn (20/11/2020), Khuất Duy Hùng (21/11/2020), Tô Quang Tuyển (21/11/2020)",,,,,,
1036,"Vv đề nghị cung cấp thông tin quy hoạch kiến trúc khu đất thực hiện dự án xây dựng xưởng sản xuất gõ ép công nghiệp tại cụm công nghiệp thị trán phúc thọ, huyện Phúc Thọ",,08/CV-TN,17/11/2020,24/11/2020,Công ty TNHH Trung Nam,Nguyễn Văn Tập (24/11/2020),,,,,,
1037,"Vv đề nghị xác định chỉ giới đường đỏ, cung cấp số liệu hạ tầng kỹ thuật khu đất thực hiện dự án xây dựng xưởng sản xuất gõ ép công nghiệp tại cụm công nghiệp thị trán phúc thọ, huyện Phúc Thọ",,09/CV-TN,17/11/2020,24/11/2020,Công ty TNHH Trung Nam,Nguyễn Văn Tập (24/11/2020),,,,,,
1039,"Tờ trình đề nghị thẩm định, phê duyệt bổ sung dự toán xây dựng. Công trình: Nhà văn hóa thôn 3 xã Hát Môn",,478/TTR-BQLDA,17/11/2020,24/11/2020,Ban Quản lý dự án đầu tư xây dựng huyện,Nguyễn Văn Tập (24/11/2020),,,,,,
1033,Tờ trình về việc đề nghị thẩm định báo cáo kinh tế kỹ thuật đầu tư xây dựng công trình Cải tạo hệ thống rãnh thoát nước Đồi nhì thôn 1 xã Tích Giang,,126/TTR-UBND,18/11/2020,19/11/2020,UBND xã Tích Giang,Hoàng Mạnh Tuấn QLDT (23/11/2020),,,,,,
